lon,lat,E,N,chainage1,chainage2,deltaE,deltaN,heading1,heading_medfilt,heading_movmean,piecenum,rad_heading_movmean,rad_delta_heading
113.13561,37.89346,-4008.61,8646.82,73.25,9531.85,-6.44,13.72,334.8635,335.0189,334.9899,10,5.84667727,-9.19e-05
113.13554,37.89358,-4015.05,8660.54,73.26,9547.01,-6.41,13.75,334.9937,334.9937,334.9847,10,5.84658537,-0.00012796
113.13547,37.89371,-4021.46,8674.28,73.28,9562.18,-6.39,13.73,335.021,334.95,334.9773,10,5.84645741,-0.00021603
113.1354,37.89383,-4027.86,8688.01,73.29,9577.32,-6.41,13.72,334.95,334.9671,334.965,10,5.84624138,-9.295e-05
113.13533,37.89396,-4034.27,8701.73,73.31,9592.46,-6.41,13.71,334.9348,334.957,334.9596,10,5.84614843,0.00010232
113.13526,37.89408,-4040.68,8715.44,73.32,9607.6,-6.4,13.71,334.9671,334.957,334.9655,10,5.84625075,4.262e-05
113.13519,37.89421,-4047.08,8729.15,73.34,9622.73,-6.39,13.68,334.957,334.9671,334.9679,10,5.84629337,7.762e-05
113.13512,37.89433,-4053.47,8742.83,73.35,9637.83,-6.37,13.66,334.9793,334.9793,334.9724,10,5.84637099,2.039e-05
113.13505,37.89446,-4059.85,8756.49,73.37,9652.9,-6.36,13.65,335.0203,334.9793,334.9736,10,5.84639138,-1.462e-05
113.13499,37.89458,-4066.21,8770.13,73.38,9667.96,-6.36,13.64,335.0119,334.9793,334.9727,10,5.84637676,-5.724e-05
113.13492,37.8947,-4072.56,8783.77,73.4,9683.01,-6.36,13.61,334.9285,334.9629,334.9694,10,5.84631952,-5.723e-05
113.13485,37.89483,-4078.93,8797.38,73.41,9698.03,-6.35,13.58,334.9576,334.9629,334.9662,10,5.84626229,-2.024e-05
113.13478,37.89495,-4085.27,8810.96,73.43,9713.02,-6.34,13.57,334.9629,334.9629,334.965,10,5.84624205,3.7e-05
113.13471,37.89507,-4091.61,8824.53,73.44,9727.99,-6.32,13.55,334.9973,334.9629,334.9671,10,5.84627905,3.7e-05
113.13464,37.8952,-4097.93,8838.08,73.46,9742.95,-6.31,13.52,334.9735,334.9735,334.9692,10,5.84631605,8.41e-06
113.13457,37.89532,-4104.24,8851.6,73.47,9757.86,-6.32,13.5,334.9151,334.9735,334.9697,10,5.84632446,8.41e-06
113.13451,37.89544,-4110.56,8865.09,73.49,9772.76,-6.29,13.48,334.9806,334.9735,334.9702,10,5.84633287,-2.858e-05
113.13444,37.89557,-4116.85,8878.57,73.5,9787.64,-6.28,13.45,334.9653,334.9653,334.9686,10,5.84630429,3.482e-05
113.13437,37.89569,-4123.13,8892.02,73.52,9802.49,-6.26,13.43,334.9879,334.9653,334.9706,10,5.84633911,2.928e-05
113.1343,37.89581,-4129.4,8905.45,73.53,9817.3,-6.25,13.39,334.9621,334.9653,334.9722,10,5.84636839,5.786e-05
113.13424,37.89593,-4135.65,8918.84,73.55,9832.08,-6.25,13.37,334.9379,334.9834,334.9755,10,5.84642625,5.787e-05
113.13417,37.89606,-4141.9,8932.21,73.56,9846.84,-6.23,13.36,335.0024,334.9819,334.9789,10,5.84648412,5.786e-05
113.1341,37.89618,-4148.13,8945.57,73.58,9861.58,-6.22,13.32,334.9834,334.9819,334.9822,11,5.84654198,-5.53e-06
113.13403,37.8963,-4154.35,8958.89,73.59,9876.28,-6.21,13.3,334.9819,334.9819,334.9819,11,5.84653645,-4.754e-05
113.13397,37.89642,-4160.56,8972.19,73.61,9890.96,-6.21,13.26,334.9208,334.9819,334.9791,11,5.84648891,1.89e-06
113.1339,37.89654,-4166.76,8985.45,73.62,9905.6,-6.18,13.23,334.9682,334.9819,334.9792,11,5.8464908,1.89e-06
113.13383,37.89666,-4172.94,8998.69,73.64,9920.21,-6.17,13.22,334.9824,334.9682,334.9794,11,5.84649269,-2.058e-05
113.13377,37.89678,-4179.12,9011.91,73.65,9934.8,-6.14,13.2,335.0424,334.9824,334.9782,11,5.84647211,-3.833e-05
113.1337,37.8969,-4185.26,9025.11,73.67,9949.36,-6.16,13.17,334.9246,334.9824,334.976,11,5.84643378,2.695e-05
113.13363,37.89702,-4191.42,9038.28,73.68,9963.9,-6.13,13.17,335.0269,334.976,334.9775,11,5.84646073,-2.247e-05
113.13357,37.89714,-4197.55,9051.45,73.7,9978.43,-6.13,13.14,334.976,334.9709,334.9762,11,5.84643826,2.833e-05
113.1335,37.89726,-4203.69,9064.59,73.71,9992.93,-6.14,13.13,334.9372,334.976,334.9779,11,5.84646659,5.08e-05
113.13343,37.89738,-4209.83,9077.73,73.73,10007.43,-6.12,13.12,334.9709,334.976,334.9808,11,5.84651739,8.097e-05
113.13337,37.8975,-4215.96,9090.84,73.74,10021.91,-6.12,13.12,335.0064,334.9905,334.9854,11,5.84659836,6.321e-05
113.1333,37.89762,-4222.07,9103.96,73.76,10036.38,-6.12,13.11,334.9941,334.9905,334.989,11,5.84666157,0.00011883
113.13323,37.89774,-4228.19,9117.07,73.77,10050.85,-6.12,13.13,334.9905,334.9941,334.9958,11,5.8467804,6.802e-05
113.13317,37.89786,-4234.31,9130.2,73.79,10065.33,-6.13,13.15,334.9887,334.9941,334.9997,11,5.84684842,6.802e-05
113.1331,37.89798,-4240.45,9143.35,73.8,10079.84,-6.12,13.14,335.0101,335.01,335.0036,11,5.84691644,-1.227e-05
113.13304,37.8981,-4246.57,9156.49,73.82,10094.34,-6.13,13.16,335.01,335.01,335.0029,11,5.84690417,-7.953e-05
113.13297,37.89822,-4252.7,9169.65,73.83,10108.86,-6.13,13.18,335.0417,335.01,334.9984,11,5.84682464,-0.00013514
113.1329,37.89834,-4258.84,9182.83,73.85,10123.4,-6.17,13.17,334.9008,334.9906,334.9906,11,5.8466895,-0.00013515
113.13284,37.89846,-4265.01,9196,73.86,10137.94,-6.17,13.2,334.9396,334.9713,334.9829,11,5.84655435,-0.00013514
113.13277,37.89858,-4271.18,9209.2,73.88,10152.51,-6.17,13.23,334.9906,334.9713,334.9751,11,5.84641921,-6.726e-05
113.1327,37.8987,-4277.35,9222.43,73.89,10167.11,-6.18,13.24,334.9713,334.9713,334.9713,11,5.84635195,5.505e-05
113.13264,37.89882,-4283.53,9235.66,73.91,10181.71,-6.17,13.26,335.0414,334.9713,334.9744,11,5.846407,-5.482e-05
113.13257,37.89894,-4289.7,9248.92,73.92,10196.34,-6.2,13.26,334.9556,334.9713,334.9713,11,5.84635218,3.681e-05
113.1325,37.89906,-4295.9,9262.19,73.94,10210.98,-6.22,13.29,334.9399,334.9871,334.9734,11,5.84638899,3.681e-05
113.13244,37.89918,-4302.11,9275.48,73.95,10225.66,-6.21,13.31,334.9906,334.9556,334.9755,11,5.8464258,1.867e-05
113.13237,37.8993,-4308.32,9288.79,73.97,10240.34,-6.22,13.32,334.9871,334.9818,334.9766,11,5.84644447,-3.638e-05
113.1323,37.89942,-4314.54,9302.11,73.98,10255.04,-6.24,13.35,334.9296,334.9818,334.9745,11,5.84640809,7.35e-05
113.13223,37.89954,-4320.78,9315.46,74,10269.78,-6.24,13.36,334.9818,334.9766,334.9787,11,5.84648159,-1.814e-05
113.13217,37.89967,-4327.02,9328.82,74.01,10284.52,-6.25,13.38,334.9489,334.9766,334.9777,11,5.84646345,-1.812e-05
113.1321,37.89979,-4333.27,9342.2,74.03,10299.29,-6.25,13.4,334.9766,334.9766,334.9766,11,5.84644533,3.633e-05
113.13203,37.89991,-4339.53,9355.59,74.04,10314.07,-6.26,13.42,334.9766,334.9766,334.9787,11,5.84648166,7.855e-05
113.13196,37.90003,-4345.79,9369.01,74.06,10328.88,-6.26,13.43,335.0026,334.9766,334.9832,11,5.84656021,3.631e-05
113.1319,37.90015,-4352.05,9382.44,74.07,10343.7,-6.29,13.43,334.9128,334.987,334.9853,11,5.84659652,3.652e-05
113.13183,37.90028,-4358.34,9395.88,74.09,10358.54,-6.27,13.46,335.0164,334.9991,334.9874,11,5.84663304,3.631e-05
113.13176,37.9004,-4364.61,9409.34,74.1,10373.39,-6.29,13.48,334.987,334.987,334.9895,11,5.84666935,2e-07
113.13169,37.90052,-4370.9,9422.82,74.12,10388.27,-6.29,13.49,334.9991,334.9871,334.9895,11,5.84666955,-5.399e-05
113.13162,37.90064,-4377.2,9436.31,74.13,10403.15,-6.3,13.5,334.9837,334.987,334.9864,11,5.84661556,-5.221e-05
113.13156,37.90077,-4383.5,9449.81,74.15,10418.05,-6.31,13.52,334.9871,334.9871,334.9834,11,5.84656335,-6.397e-05
113.13149,37.90089,-4389.8,9463.34,74.16,10432.97,-6.32,13.51,334.9442,334.9837,334.9797,11,5.84649938,-5.221e-05
113.13142,37.90101,-4396.12,9476.85,74.18,10447.89,-6.3,13.53,335.0267,334.9721,334.9767,11,5.84644717,-6.397e-05
113.13135,37.90114,-4402.42,9490.38,74.19,10462.81,-6.3,13.49,334.9685,334.9688,334.9731,11,5.8463832,-5.202e-05
113.13128,37.90126,-4408.72,9503.87,74.21,10477.7,-6.29,13.47,334.9721,334.9721,334.9701,11,5.84633118,-0.00010081
113.13122,37.90138,-4415.01,9517.34,74.22,10492.57,-6.28,13.45,334.9688,334.9688,334.9643,11,5.84623037,-8.926e-05
113.13115,37.9015,-4421.29,9530.79,74.24,10507.41,-6.26,13.41,334.9741,334.9688,334.9592,11,5.84614111,-0.00010081
113.13108,37.90163,-4427.56,9544.2,74.25,10522.22,-6.26,13.36,334.8858,334.9432,334.9534,11,5.8460403,-8.925e-05
113.13101,37.90175,-4433.82,9557.56,74.27,10536.97,-6.23,13.34,334.9432,334.9432,334.9483,11,5.84595105,-5.136e-05
113.13094,37.90187,-4440.05,9570.9,74.28,10551.69,-6.22,13.3,334.9154,334.9432,334.9454,11,5.84589969,3.887e-05
113.13088,37.90199,-4446.28,9584.2,74.3,10566.37,-6.19,13.26,334.9819,334.9432,334.9476,11,5.84593856,3.888e-05
113.13081,37.90211,-4452.47,9597.46,74.31,10581.01,-6.18,13.22,334.9541,334.9541,334.9498,11,5.84597744,3.888e-05
113.13074,37.90223,-4458.64,9610.68,74.33,10595.6,-6.18,13.2,334.912,334.9543,334.9521,11,5.84601632,3.887e-05
113.13068,37.90235,-4464.82,9623.88,74.34,10610.17,-6.14,13.14,334.9543,334.9543,334.9543,11,5.84605519,-4.081e-05
113.13061,37.90247,-4470.96,9637.02,74.36,10624.68,-6.12,13.12,335.0164,334.9543,334.952,11,5.84601438,-4.18e-05
113.13054,37.90259,-4477.08,9650.14,74.37,10639.16,-6.11,13.08,334.9865,334.9543,334.9496,11,5.84597258,-4.18e-05
113.13048,37.90271,-4483.18,9663.23,74.39,10653.6,-6.1,13.02,334.8906,334.9424,334.9472,11,5.84593078,-4.18e-05
113.13041,37.90283,-4489.29,9676.25,74.4,10667.98,-6.09,13.02,334.9424,334.9424,334.9448,11,5.84588898,0.00010368
113.13035,37.90295,-4495.37,9689.27,74.42,10682.35,-6.09,13,334.9139,334.9424,334.9507,11,5.84599266,0.00014547
113.13028,37.90306,-4501.46,9702.27,74.43,10696.71,-6.06,12.99,334.9944,334.9424,334.959,11,5.84613813,0.00014548
113.13022,37.90318,-4507.52,9715.26,74.45,10711.04,-6.05,12.97,334.9945,334.984,334.9674,11,5.84628361,5.88e-05
113.13015,37.9033,-4513.57,9728.23,74.46,10725.35,-6.06,12.95,334.9355,334.984,334.9707,11,5.84634241,0.00014547
113.13008,37.90342,-4519.63,9741.19,74.48,10739.65,-6.04,12.94,334.984,334.984,334.9791,11,5.84648788,-4.838e-05
113.13002,37.90354,-4525.67,9754.13,74.49,10753.94,-6.04,12.92,334.9501,334.9592,334.9763,11,5.8464395,7.7e-07
113.12995,37.90365,-4531.71,9767.05,74.51,10768.2,-6.03,12.92,334.9843,334.984,334.9764,11,5.84644027,-2.231e-05
113.12989,37.90377,-4537.74,9779.98,74.52,10782.47,-6.03,12.91,334.9592,334.9702,334.9751,11,5.84641796,6.437e-05
113.12982,37.90389,-4543.77,9792.89,74.54,10796.71,-6.01,12.9,335.0061,334.9843,334.9788,11,5.84648233,-3.418e-05
113.12976,37.90401,-4549.78,9805.79,74.55,10810.95,-6.02,12.9,334.9702,334.9777,334.9768,11,5.84644815,2.606e-05
113.12969,37.90412,-4555.8,9818.68,74.57,10825.18,-6,12.87,334.9938,334.9777,334.9783,11,5.84647421,-2.308e-05
113.12963,37.90424,-4561.81,9831.55,74.58,10839.38,-6,12.86,334.9777,334.9743,334.977,11,5.84645113,-1.187e-05
113.12956,37.90436,-4567.81,9844.41,74.6,10853.57,-6.02,12.84,334.8766,334.9777,334.9763,11,5.84643926,-1.187e-05
113.1295,37.90448,-4573.83,9857.25,74.61,10867.75,-5.99,12.84,334.9743,334.9777,334.9756,11,5.84642739,-5.512e-05
113.12943,37.90459,-4579.83,9870.09,74.63,10881.92,-5.98,12.83,335.0287,334.9743,334.9725,11,5.84637227,-0.00013656
113.12937,37.90471,-4585.8,9882.92,74.64,10896.08,-5.98,12.82,335.0125,334.9743,334.9646,11,5.84623571,-0.00013656
113.1293,37.90483,-4591.78,9895.74,74.66,10910.22,-6,12.8,334.8785,334.9585,334.9568,11,5.84609915,-0.00012469
113.12924,37.90494,-4597.78,9908.54,74.67,10924.36,-5.98,12.79,334.9221,334.9385,334.9497,11,5.84597446,-5.512e-05
113.12917,37.90506,-4603.76,9921.33,74.69,10938.48,-5.97,12.77,334.9585,334.9385,334.9465,11,5.84591934,1.49e-06
113.12911,37.90518,-4609.73,9934.1,74.7,10952.57,-5.97,12.78,334.9385,334.9385,334.9466,11,5.84592083,8.403e-05
113.12905,37.90529,-4615.7,9946.88,74.72,10966.68,-5.95,12.77,335.0205,334.9585,334.9514,11,5.84600486,8.402e-05
113.12898,37.90541,-4621.65,9959.65,74.73,10980.76,-5.97,12.75,334.8987,334.9589,334.9562,11,5.84608888,0.00021194
113.12892,37.90552,-4627.63,9972.4,74.75,10994.85,-5.93,12.74,335.0372,334.9626,334.9684,11,5.84630082,0.00014237
113.12885,37.90564,-4633.56,9985.14,74.76,11008.9,-5.95,12.73,334.9589,334.9626,334.9765,11,5.84644319,0.00014087
113.12879,37.90576,-4639.5,9997.87,74.78,11022.95,-5.95,12.73,334.9626,334.9992,334.9846,11,5.84658406,0.00012791
113.12872,37.90587,-4645.45,10010.6,74.79,11037,-5.93,12.71,334.9992,334.9992,334.9919,11,5.84671197,-2.434e-05
113.12866,37.90599,-4651.38,10023.31,74.81,11051.03,-5.93,12.72,335.0102,334.9992,334.9905,11,5.84668763,-0.00015226
113.1286,37.9061,-4657.31,10036.04,74.82,11065.07,-5.93,12.71,334.9994,334.9992,334.9818,11,5.84653537,-0.00015226
113.12853,37.90622,-4663.24,10048.75,74.84,11079.1,-5.94,12.71,334.9556,334.9556,334.9731,11,5.84638311,-0.00010138
113.12847,37.90633,-4669.18,10061.46,74.85,11093.12,-5.95,12.73,334.952,334.9556,334.9673,11,5.84628173,-0.00010138
113.1284,37.90645,-4675.12,10074.18,74.87,11107.17,-5.97,12.76,334.9193,334.9556,334.9615,11,5.84618035,5.088e-05
113.12834,37.90657,-4681.1,10086.95,74.88,11121.26,-5.97,12.8,334.9702,334.9702,334.9644,11,5.84623123,-1.6e-07
113.12827,37.90668,-4687.07,10099.74,74.9,11135.38,-6,12.86,334.9719,334.9702,334.9644,11,5.84623107,-1.7e-07
113.12821,37.9068,-4693.07,10112.6,74.91,11149.57,-6.03,12.92,334.9826,334.9702,334.9644,11,5.8462309,-0.00015047
113.12814,37.90692,-4699.11,10125.52,74.93,11163.83,-6.07,12.98,334.9556,334.9556,334.9557,11,5.84608043,-0.00015047
113.12808,37.90704,-4705.17,10138.51,74.94,11178.17,-6.11,13.07,334.9271,334.9556,334.9471,11,5.84592996,-0.00013677
113.12801,37.90715,-4711.29,10151.57,74.96,11192.59,-6.15,13.14,334.9184,334.9271,334.9393,11,5.84579319,4.78e-06
113.12795,37.90727,-4717.44,10164.71,74.97,11207.1,-6.18,13.22,334.9589,334.9271,334.9396,11,5.84579797,-7.58e-06
113.12788,37.90739,-4723.61,10177.94,74.99,11221.7,-6.22,13.3,334.924,334.931,334.9391,11,5.84579039,0.0001042
113.12781,37.90752,-4729.84,10191.24,75,11236.38,-6.26,13.38,334.931,334.957,334.9451,11,5.84589459,0.00010421
113.12774,37.90764,-4736.1,10204.62,75.02,11251.16,-6.3,13.48,334.957,334.9534,334.9511,11,5.8459988,8.937e-05
113.12768,37.90776,-4742.4,10218.1,75.03,11266.04,-6.33,13.57,335.0082,334.957,334.9562,11,5.84608817,-1.13e-06
113.12761,37.90788,-4748.72,10231.68,75.05,11281.01,-6.38,13.66,334.9534,334.957,334.9561,11,5.84608704,1.122e-05
113.12754,37.90801,-4755.11,10245.33,75.06,11296.09,-6.41,13.74,334.9906,334.9566,334.9568,11,5.84609826,-1.14e-06
113.12747,37.90813,-4761.51,10259.07,75.08,11311.25,-6.47,13.84,334.9332,334.9566,334.9567,11,5.84609712,-1.13e-06
113.1274,37.90826,-4767.99,10272.91,75.09,11326.53,-6.5,13.92,334.9566,334.9566,334.9566,11,5.84609599,3.868e-05
113.12733,37.90839,-4774.49,10286.83,75.11,11341.89,-6.54,14.02,334.9897,334.9566,334.9588,11,5.84613467,3.869e-05
113.12726,37.90851,-4781.03,10300.85,75.12,11357.35,-6.58,14.09,334.9516,334.9566,334.9611,11,5.84617336,8.328e-05
113.12719,37.90864,-4787.61,10314.94,75.14,11372.91,-6.61,14.2,335.0219,334.9677,334.9658,11,5.84625664,3.873e-05
113.12712,37.90877,-4794.23,10329.13,75.15,11388.57,-6.67,14.27,334.9499,334.9677,334.9681,11,5.84629537,8.329e-05
113.12704,37.9089,-4800.9,10343.4,75.17,11404.32,-6.7,14.34,334.9677,334.9805,334.9728,11,5.84637866,5.824e-05
113.12697,37.90903,-4807.59,10357.74,75.18,11420.14,-6.72,14.41,334.9918,334.9677,334.9762,11,5.8464369,4.46e-05
113.1269,37.90916,-4814.32,10372.15,75.2,11436.05,-6.74,14.45,334.9805,334.9805,334.9787,11,5.8464815,-3.114e-05
113.12683,37.90929,-4821.06,10386.6,75.21,11451.99,-6.74,14.44,334.9677,334.9844,334.9769,11,5.84645036,1.34e-05
113.12675,37.90943,-4827.8,10401.04,75.23,11467.92,-6.71,14.38,334.9938,334.9805,334.9777,11,5.84646376,-4.147e-05
113.12668,37.90956,-4834.51,10415.41,75.24,11483.79,-6.68,14.31,334.9844,334.9716,334.9753,11,5.84642229,-6.538e-05
113.12661,37.90969,-4841.18,10429.72,75.26,11499.58,-6.67,14.28,334.9716,334.9716,334.9716,11,5.84635691,-5.173e-05
113.12654,37.90982,-4847.85,10444,75.27,11515.34,-6.68,14.25,334.8984,334.9686,334.9686,11,5.84630518,-2.058e-05
113.12646,37.90995,-4854.53,10458.26,75.29,11531.08,-6.64,14.22,334.9686,334.9657,334.9674,11,5.8462846,-8.251e-05
113.12639,37.91008,-4861.17,10472.48,75.3,11546.77,-6.63,14.18,334.9377,334.9657,334.9627,11,5.84620209,-1.027e-05
113.12632,37.91021,-4867.8,10486.65,75.32,11562.42,-6.6,14.14,334.9657,334.9657,334.9621,11,5.84619182,4.667e-05
113.12625,37.91033,-4874.4,10500.79,75.33,11578.03,-6.58,14.09,334.979,334.9479,334.9648,11,5.84623849,-6.192e-05
113.12618,37.91046,-4880.98,10514.88,75.35,11593.57,-6.58,14.04,334.8735,334.9657,334.9612,11,5.84617657,-5.553e-05
113.12611,37.91059,-4887.56,10528.92,75.36,11609.08,-6.56,14.03,334.9479,334.979,334.9581,11,5.84612104,0.00014364
113.12604,37.91072,-4894.12,10542.95,75.38,11624.56,-6.55,14.04,334.9976,334.9479,334.9663,11,5.84626468,8.171e-05
113.12596,37.91085,-4900.67,10556.99,75.39,11640.05,-6.58,14.1,335.0007,334.9498,334.971,11,5.84634639,3.505e-05
113.12589,37.91097,-4907.24,10571.09,75.41,11655.62,-6.62,14.12,334.8873,334.9891,334.973,11,5.84638144,0.0001496
113.12582,37.9111,-4913.86,10585.21,75.42,11671.21,-6.62,14.17,334.9498,334.9891,334.9816,11,5.84653104,0.00014321
113.12575,37.91123,-4920.48,10599.38,75.44,11686.85,-6.62,14.19,334.9891,334.9891,334.9898,11,5.84667425,5.97e-06
113.12568,37.91136,-4927.11,10613.57,75.45,11702.52,-6.62,14.19,334.9908,334.9908,334.9901,12,5.84668022,-2.073e-05
113.12561,37.91149,-4933.73,10627.77,75.47,11718.18,-6.61,14.2,335.0252,334.9908,334.9889,12,5.84665949,-2.072e-05
113.12554,37.91162,-4940.34,10641.97,75.48,11733.84,-6.62,14.2,334.9926,334.9908,334.9877,12,5.84663877,-4.311e-05
113.12546,37.91175,-4946.96,10656.16,75.5,11749.51,-6.63,14.18,334.9436,334.9831,334.9853,12,5.84659566,-4.311e-05
113.12539,37.91188,-4953.59,10670.35,75.51,11765.16,-6.63,14.16,334.9043,334.9831,334.9828,12,5.84655255,-4.311e-05
113.12532,37.91201,-4960.22,10684.5,75.53,11780.79,-6.6,14.15,334.9831,334.9784,334.9803,12,5.84650944,-0.00010144
113.12525,37.91213,-4966.83,10698.65,75.54,11796.41,-6.59,14.14,334.9915,334.9784,334.9745,12,5.846408,-0.00010143
113.12518,37.91226,-4973.42,10712.79,75.56,11812.01,-6.59,14.13,334.9784,334.9784,334.9687,12,5.84630657,-8.503e-05
113.12511,37.91239,-4980.01,10726.91,75.57,11827.59,-6.59,14.09,334.9275,334.9541,334.9638,12,5.84622154,-8.502e-05
113.12504,37.91252,-4986.61,10741.01,75.59,11843.15,-6.58,14.09,334.9507,334.9541,334.9589,12,5.84613652,-8.502e-05
113.12496,37.91265,-4993.19,10755.09,75.6,11858.7,-6.57,14.07,334.9541,334.9541,334.9541,12,5.8460515,7.07e-05
113.12489,37.91278,-4999.77,10769.16,75.62,11874.23,-6.57,14.08,334.9987,334.9541,334.9581,12,5.8461222,7.07e-05
113.12482,37.9129,-5006.33,10783.24,75.63,11889.77,-6.56,14.06,335.0021,334.9541,334.9622,12,5.8461929,7.07e-05
113.12475,37.91303,-5012.89,10797.31,75.65,11905.29,-6.57,14.05,334.9246,334.9743,334.9662,12,5.8462636,7.07e-05
113.12468,37.91316,-5019.46,10811.36,75.66,11920.8,-6.57,14.05,334.928,334.9743,334.9703,12,5.8463343,0.0001288
113.12461,37.91329,-5026.04,10825.41,75.68,11936.31,-6.56,14.04,334.9743,334.9743,334.9777,12,5.8464631,5.811e-05
113.12454,37.91342,-5032.59,10839.45,75.69,11951.81,-6.55,14.04,334.991,334.9743,334.981,12,5.84652121,-3.297e-05
113.12447,37.91354,-5039.14,10853.49,75.71,11967.3,-6.54,14.04,335.0225,334.991,334.9791,12,5.84648824,-0.00010303
113.1244,37.91367,-5045.68,10867.53,75.72,11982.79,-6.56,14.02,334.9448,334.991,334.9732,12,5.84638521,-3.298e-05
113.12433,37.9138,-5052.24,10881.55,75.74,11998.27,-6.54,14.03,335.0128,334.9649,334.9713,12,5.84635223,-9.108e-05
113.12425,37.91393,-5058.78,10895.58,75.75,12013.75,-6.58,14.03,334.864,334.9448,334.9661,12,5.84626115,-9.108e-05
113.12418,37.91406,-5065.36,10909.61,75.77,12029.24,-6.56,14.04,334.9649,334.9649,334.9609,12,5.84617007,-6.232e-05
113.12411,37.91418,-5071.91,10923.65,75.78,12044.74,-6.56,14.02,334.9418,334.9649,334.9573,12,5.84610775,8.831e-05
113.12404,37.91431,-5078.47,10937.67,75.8,12060.22,-6.53,14.01,335.0198,334.9649,334.9624,12,5.84619606,-3.16e-06
113.12397,37.91444,-5085,10951.69,75.81,12075.68,-6.55,14.02,334.9701,334.947,334.9622,12,5.8461929,-3.16e-06
113.1239,37.91457,-5091.55,10965.71,75.83,12091.15,-6.54,13.99,334.947,334.9701,334.962,12,5.84618974,0.00018809
113.12383,37.91469,-5098.08,10979.69,75.84,12106.59,-6.55,13.96,334.8474,334.964,334.9728,12,5.84637783,0.00025041
113.12376,37.91482,-5104.64,10993.65,75.86,12122.01,-6.5,13.95,335.0188,334.964,334.9871,12,5.84662824,4.417e-05
113.12369,37.91495,-5111.14,11007.61,75.87,12137.41,-6.5,13.92,334.964,335.0188,334.9897,12,5.84667241,6.559e-05
113.12362,37.91507,-5117.64,11021.52,75.89,12152.77,-6.47,13.91,335.0442,335.0188,334.9934,12,5.846738,-3.79e-06
113.12355,37.9152,-5124.11,11035.44,75.9,12168.11,-6.45,13.9,335.1147,334.9828,334.9932,12,5.84673421,-0.00019503
113.12348,37.91533,-5130.56,11049.33,75.92,12183.43,-6.46,13.85,334.9828,334.9828,334.982,12,5.84653918,-0.00019504
113.12341,37.91545,-5137.03,11063.19,75.93,12198.72,-6.46,13.82,334.9342,334.9629,334.9708,12,5.84634414,-6.938e-05
113.12334,37.91558,-5143.49,11077,75.95,12213.97,-6.45,13.8,334.9629,334.9629,334.9669,12,5.84627476,-6.169e-05
113.12327,37.9157,-5149.93,11090.8,75.96,12229.2,-6.44,13.78,334.9394,334.9629,334.9633,12,5.84621307,7.69e-06
113.1232,37.91583,-5156.38,11104.59,75.98,12244.42,-6.41,13.77,335.0474,334.9629,334.9638,12,5.84622076,-5.755e-05
113.12313,37.91596,-5162.79,11118.36,75.99,12259.61,-6.4,13.76,335.0577,334.9651,334.9605,12,5.84616321,-5.756e-05
113.12306,37.91608,-5169.19,11132.12,76.01,12274.79,-6.42,13.73,334.9464,334.9651,334.9572,12,5.84610565,-5.021e-05
113.12299,37.91621,-5175.61,11145.85,76.02,12289.94,-6.41,13.72,334.9651,334.9464,334.9543,12,5.84605544,-5.79e-05
113.12292,37.91633,-5182.01,11159.57,76.04,12305.08,-6.43,13.7,334.8806,334.9464,334.951,12,5.84599754,-5.791e-05
113.12285,37.91646,-5188.44,11173.27,76.05,12320.22,-6.42,13.7,334.9094,334.9485,334.9477,12,5.84593963,7.34e-06
113.12278,37.91658,-5194.85,11186.98,76.07,12335.35,-6.38,13.7,335.023,334.9485,334.9481,12,5.84594697,7.34e-06
113.12271,37.9167,-5201.24,11200.68,76.08,12350.46,-6.39,13.67,334.9485,334.9485,334.9485,12,5.84595431,2.6e-07
113.12265,37.91683,-5207.63,11214.34,76.1,12365.55,-6.39,13.67,334.9486,334.9485,334.9485,12,5.84595457,-0.00012394
113.12258,37.91695,-5214.01,11228.01,76.11,12380.64,-6.39,13.64,334.9079,334.9485,334.9414,12,5.84583063,2.59e-05
113.12251,37.91708,-5220.4,11241.66,76.13,12395.7,-6.38,13.63,334.913,334.9486,334.9429,12,5.84585653,4.864e-05
113.12244,37.9172,-5226.78,11255.28,76.14,12410.75,-6.37,13.64,334.9624,334.913,334.9457,12,5.84590517,2.591e-05
113.12237,37.91733,-5233.15,11268.92,76.16,12425.8,-6.35,13.61,334.9728,334.9559,334.9472,12,5.84593108,2.564e-05
113.1223,37.91745,-5239.51,11282.53,76.17,12440.82,-6.37,13.58,334.867,334.9624,334.9486,12,5.84595672,0.00018692
113.12223,37.91757,-5245.87,11296.11,76.19,12455.82,-6.34,13.58,334.9559,334.9559,334.9594,12,5.84614364,3.707e-05
113.12216,37.9177,-5252.22,11309.68,76.2,12470.8,-6.33,13.59,335.0038,334.9559,334.9615,12,5.84618071,-3.923e-05
